video_id,canonical_url,first_seen_utc,last_seen_utc,attempt_count,scored_count,error_count,first_score_utc,first_credibility_score,latest_score_utc,latest_credibility_score,improvement_points_latest_minus_first,improvement_percent_latest_vs_first,best_credibility_score,worst_credibility_score,first_generation_origin_score,latest_generation_origin_score,trend,sample_raw_url,source_files_count
kwyI8o5B9wM,https://www.youtube.com/shorts/kwyI8o5B9wM,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.35,2026-03-10T09:13:16Z,67.35,0.0,0.0,67.35,67.35,1.3,1.3,no_change,https://www.youtube.com/shorts/kwyI8o5B9wM,5
ky6cV2YdLaI,https://www.youtube.com/shorts/ky6cV2YdLaI,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.56,2026-03-05T14:08:29Z,67.56,0.0,0.0,67.56,67.56,1.3,1.3,no_change,https://www.youtube.com/shorts/ky6cV2YdLaI,17
l1uE_pBqnvE,https://www.youtube.com/shorts/l1uE_pBqnvE,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,67.56,2026-03-05T10:23:59Z,67.56,0.0,0.0,67.56,67.56,1.3,1.3,no_change,https://youtube.com/shorts/l1uE_pBqnvE?si=UzHH2aSvvIpGzS_0,2
l8j-ZgrTeTY,https://www.youtube.com/shorts/l8j-ZgrTeTY,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,67.77,2026-03-05T10:23:59Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://youtube.com/shorts/l8j-ZgrTeTY?si=Y5sd-8NKx8bg20P0,2
lGZD23dF5eE,https://www.youtube.com/shorts/lGZD23dF5eE,2026-03-04T12:29:08Z,2026-03-04T12:29:08Z,1,1,0,2026-03-04T12:29:08Z,64.41,2026-03-04T12:29:08Z,64.41,0.0,0.0,64.41,64.41,,,no_change,https://youtube.com/shorts/lGZD23dF5eE,1
lIzsHq-h3Bs,https://www.youtube.com/shorts/lIzsHq-h3Bs,2026-02-26T10:13:46Z,2026-03-04T11:16:24Z,6,3,3,2026-02-26T10:13:46Z,75.0,2026-03-04T11:16:24Z,67.35,-7.65,-10.2,75.0,67.35,0.0,,declined,https://youtube.com/shorts/lIzsHq-h3Bs,6
lJbVwV0689A,https://www.youtube.com/shorts/lJbVwV0689A,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.25,2026-03-10T09:13:16Z,67.25,0.0,0.0,67.25,67.25,1.3,1.3,no_change,https://www.youtube.com/shorts/lJbVwV0689A,5
lOJXiXGt7ls,https://www.youtube.com/shorts/lOJXiXGt7ls,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,67.46,2026-03-04T11:16:24Z,67.46,0.0,0.0,67.46,67.46,,,no_change,https://youtube.com/shorts/lOJXiXGt7ls,2
lWy72oFxlZM,https://www.youtube.com/shorts/lWy72oFxlZM,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.66,2026-03-10T09:13:16Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://www.youtube.com/shorts/lWy72oFxlZM,5
leMefrvElYA,https://www.youtube.com/shorts/leMefrvElYA,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.56,2026-03-05T14:08:29Z,67.56,0.0,0.0,67.56,67.56,1.3,1.3,no_change,https://www.youtube.com/shorts/leMefrvElYA,17
lwWhOvfM2wY,https://www.youtube.com/shorts/lwWhOvfM2wY,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.77,2026-03-05T14:08:29Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://www.youtube.com/shorts/lwWhOvfM2wY,17
lzWf4nYOBZQ,https://www.youtube.com/shorts/lzWf4nYOBZQ,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.46,2026-03-05T14:08:29Z,67.46,0.0,0.0,67.46,67.46,1.3,1.3,no_change,https://www.youtube.com/shorts/lzWf4nYOBZQ,17
m3mi0eTXIuM,https://www.youtube.com/shorts/m3mi0eTXIuM,2026-03-03T11:29:05Z,2026-03-03T11:29:22Z,2,2,0,2026-03-03T11:29:05Z,67.66,2026-03-03T11:29:22Z,69.98,2.32,3.43,69.98,67.66,1.3,1.31,improved,https://www.youtube.com/shorts/m3mi0eTXIuM,2
m4jONF5bUUk,https://www.youtube.com/shorts/m4jONF5bUUk,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.66,2026-03-05T14:08:29Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://www.youtube.com/shorts/m4jONF5bUUk,17
m7tiO_3GZ8o,https://www.youtube.com/shorts/m7tiO_3GZ8o,2026-03-03T11:29:05Z,2026-03-03T11:29:22Z,2,2,0,2026-03-03T11:29:05Z,67.66,2026-03-03T11:29:22Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://www.youtube.com/shorts/m7tiO_3GZ8o,2
mGpB9oP2Rzc,https://www.youtube.com/shorts/mGpB9oP2Rzc,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.87,2026-03-05T14:08:29Z,67.87,0.0,0.0,67.87,67.87,1.3,1.3,no_change,https://www.youtube.com/shorts/mGpB9oP2Rzc,17
mI7vgZsz0rk,https://www.youtube.com/shorts/mI7vgZsz0rk,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.66,2026-03-10T09:13:16Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://www.youtube.com/shorts/mI7vgZsz0rk,5
mLQ3X_IZ4VY,https://www.youtube.com/shorts/mLQ3X_IZ4VY,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,70.09,2026-03-05T10:23:59Z,70.09,0.0,0.0,70.09,70.09,1.31,1.31,no_change,https://youtube.com/shorts/mLQ3X_IZ4VY?si=WJnRWJxo40Yeal9I,2
mUcS2bIy6Lk,https://www.youtube.com/shorts/mUcS2bIy6Lk,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.56,2026-03-05T14:08:29Z,67.56,0.0,0.0,67.56,67.56,1.3,1.3,no_change,https://www.youtube.com/shorts/mUcS2bIy6Lk,17
mVv-Ss4QOvM,https://www.youtube.com/shorts/mVv-Ss4QOvM,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,70.29,2026-03-04T11:16:24Z,70.29,0.0,0.0,70.29,70.29,,,no_change,https://youtube.com/shorts/mVv-Ss4QOvM,2
mW7UX65xd1M,https://www.youtube.com/shorts/mW7UX65xd1M,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.66,2026-03-05T14:08:29Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://www.youtube.com/shorts/mW7UX65xd1M,17
mktYW177p6U,https://www.youtube.com/shorts/mktYW177p6U,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.15,2026-03-10T09:13:16Z,67.15,0.0,0.0,67.15,67.15,0.0,0.0,no_change,https://www.youtube.com/shorts/mktYW177p6U,5
mnyXivG8eww,https://www.youtube.com/shorts/mnyXivG8eww,2026-03-02T13:36:43Z,2026-03-02T13:41:29Z,3,1,2,2026-03-02T13:41:29Z,69.57,2026-03-02T13:41:29Z,69.57,0.0,0.0,69.57,69.57,1.31,1.31,no_change,https://youtube.com/shorts/mnyXivG8eww?si=7FXt3xCpJCl9Gl8y,3
mt6POuw-a3g,https://www.youtube.com/shorts/mt6POuw-a3g,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.87,2026-03-05T14:08:29Z,67.87,0.0,0.0,67.87,67.87,1.3,1.3,no_change,https://youtube.com/shorts/mt6POuw-a3g?si=1xLRs03XPMZ1BJBh,17
mvNWm9KyISk,https://www.youtube.com/shorts/mvNWm9KyISk,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,67.87,2026-03-05T10:23:59Z,67.87,0.0,0.0,67.87,67.87,1.3,1.3,no_change,https://youtube.com/shorts/mvNWm9KyISk?si=Y5_GbTkNIOKMUFXK,2
mwGTWUSvGnc,https://www.youtube.com/shorts/mwGTWUSvGnc,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,70.19,2026-03-05T14:08:29Z,68.08,-2.11,-3.01,70.19,68.08,1.31,1.3,declined,https://www.youtube.com/shorts/mwGTWUSvGnc,17
myYTtWUDmSs,https://www.youtube.com/shorts/myYTtWUDmSs,2026-03-03T11:29:05Z,2026-03-03T11:29:22Z,2,2,0,2026-03-03T11:29:05Z,67.87,2026-03-03T11:29:22Z,67.87,0.0,0.0,67.87,67.87,1.3,1.3,no_change,https://www.youtube.com/shorts/myYTtWUDmSs,2
mzX3DSh-AW4,https://www.youtube.com/shorts/mzX3DSh-AW4,2026-03-02T13:36:43Z,2026-03-02T13:41:29Z,3,1,2,2026-03-02T13:41:29Z,69.98,2026-03-02T13:41:29Z,69.98,0.0,0.0,69.98,69.98,1.31,1.31,no_change,https://youtube.com/shorts/mzX3DSh-AW4?si=ya24tmfKXRH0YVb3,3
n-MbuVcPb_E,https://www.youtube.com/shorts/n-MbuVcPb_E,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,19,6,10,2026-03-05T11:42:20Z,68.39,2026-03-05T14:08:29Z,68.39,0.0,0.0,68.39,68.39,1.3,1.3,no_change,https://youtube.com/shorts/n-MbuVcPb_E?si=jRQNV17wMF8RoYUi,19
n55qur6tVL4,https://www.youtube.com/shorts/n55qur6tVL4,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.77,2026-03-05T14:08:29Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://www.youtube.com/shorts/n55qur6tVL4,17
n7f9hdq4_i0,https://www.youtube.com/shorts/n7f9hdq4_i0,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,69.98,2026-03-05T10:23:59Z,69.98,0.0,0.0,69.98,69.98,1.31,1.31,no_change,https://youtube.com/shorts/n7f9hdq4_i0?si=3jTPb1n5chQ8A2EC,2
nCDW3MqKsfI,https://www.youtube.com/shorts/nCDW3MqKsfI,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,19,4,12,2026-03-05T11:42:20Z,69.57,2026-03-05T14:08:29Z,69.57,0.0,0.0,69.57,69.57,1.31,1.31,no_change,https://youtube.com/shorts/nCDW3MqKsfI?si=wVHp3dadeaXQo--q,19
nGKXwcdabYA,https://www.youtube.com/shorts/nGKXwcdabYA,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.46,2026-03-05T14:08:29Z,67.46,0.0,0.0,67.46,67.46,1.3,1.3,no_change,https://www.youtube.com/shorts/nGKXwcdabYA,17
ncFc9D7g124,https://www.youtube.com/shorts/ncFc9D7g124,2026-02-26T10:22:50Z,2026-03-02T04:36:59Z,12,12,0,2026-02-26T10:22:50Z,75.0,2026-03-02T04:36:59Z,67.56,-7.44,-9.92,75.0,67.56,0.0,1.38,declined,https://youtube.com/shorts/ncFc9D7g124?si=RMtgBuVj_Rlda0Zj,12
ne9-mMsh6yc,https://www.youtube.com/shorts/ne9-mMsh6yc,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,68.08,2026-03-10T09:13:16Z,68.08,0.0,0.0,68.08,68.08,1.3,1.3,no_change,https://www.youtube.com/shorts/ne9-mMsh6yc,5
nxh-f_UOVcM,https://www.youtube.com/shorts/nxh-f_UOVcM,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.77,2026-03-05T14:08:29Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://www.youtube.com/shorts/nxh-f_UOVcM,17
o6_B7UdKydQ,https://www.youtube.com/shorts/o6_B7UdKydQ,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.98,2026-03-05T14:08:29Z,67.98,0.0,0.0,67.98,67.98,1.3,1.3,no_change,https://www.youtube.com/shorts/o6_B7UdKydQ,17
oDT1Lwhsnbk,https://www.youtube.com/shorts/oDT1Lwhsnbk,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.77,2026-03-10T09:13:16Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://www.youtube.com/shorts/oDT1Lwhsnbk,5
oH4lastZ26I,https://www.youtube.com/shorts/oH4lastZ26I,2026-03-05T10:08:10Z,2026-03-05T10:08:10Z,2,2,0,2026-03-05T10:08:10Z,93.35,2026-03-05T10:08:10Z,93.35,0.0,0.0,93.35,93.35,1.68,1.68,no_change,https://youtube.com/shorts/oH4lastZ26I?si=ctkn7hCx9KvWZFD_,2
oLYdUYPnTpc,https://www.youtube.com/shorts/oLYdUYPnTpc,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,67.35,2026-03-04T11:16:24Z,67.35,0.0,0.0,67.35,67.35,,,no_change,https://youtube.com/shorts/oLYdUYPnTpc,2
oNFgkkEhatw,https://www.youtube.com/shorts/oNFgkkEhatw,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.46,2026-03-05T14:08:29Z,67.46,0.0,0.0,67.46,67.46,1.3,1.3,no_change,https://www.youtube.com/shorts/oNFgkkEhatw,17
ogvcWdvZ7t4,https://www.youtube.com/shorts/ogvcWdvZ7t4,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.66,2026-03-10T09:13:16Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://www.youtube.com/shorts/ogvcWdvZ7t4,5
oiZvK6MY7tI,https://www.youtube.com/shorts/oiZvK6MY7tI,2026-03-01T12:40:12Z,2026-03-04T11:19:36Z,3,1,2,2026-03-04T11:19:36Z,67.56,2026-03-04T11:19:36Z,67.56,0.0,0.0,67.56,67.56,,,no_change,https://youtube.com/shorts/oiZvK6MY7tI,3
oisrvYSqpNA,https://www.youtube.com/shorts/oisrvYSqpNA,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,68.91,2026-03-05T14:08:29Z,68.91,0.0,0.0,68.91,68.91,1.3,1.3,no_change,https://www.youtube.com/shorts/oisrvYSqpNA,17
on8eQbCF0wY,https://www.youtube.com/shorts/on8eQbCF0wY,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,19,4,12,2026-03-05T11:42:20Z,70.71,2026-03-05T14:08:29Z,70.5,-0.21,-0.3,70.71,70.5,1.31,1.31,declined,https://youtube.com/shorts/on8eQbCF0wY?si=nmQJsUpRur7NiVZY,19
oqllm0y2lkg,https://www.youtube.com/shorts/oqllm0y2lkg,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,96.08,2026-03-05T14:08:29Z,91.38,-4.7,-4.89,96.08,91.38,5.8,1.67,declined,https://www.youtube.com/shorts/oqllm0y2lkg,17
oqqz3xykhlQ,https://www.youtube.com/shorts/oqqz3xykhlQ,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.35,2026-03-05T14:08:29Z,67.35,0.0,0.0,67.35,67.35,1.3,1.3,no_change,https://www.youtube.com/shorts/oqqz3xykhlQ,17
oumVJEoa0e4,https://www.youtube.com/shorts/oumVJEoa0e4,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,67.56,2026-03-04T11:16:24Z,67.56,0.0,0.0,67.56,67.56,,,no_change,https://youtube.com/shorts/oumVJEoa0e4,2
p1-1yZU_uLU,https://www.youtube.com/shorts/p1-1yZU_uLU,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,70.29,2026-03-05T10:23:59Z,70.29,0.0,0.0,70.29,70.29,1.31,1.31,no_change,https://youtube.com/shorts/p1-1yZU_uLU?si=68o74wgeinvyVvPK,2
p4AGbTnsxs8,https://www.youtube.com/shorts/p4AGbTnsxs8,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.15,2026-03-05T14:08:29Z,67.15,0.0,0.0,67.15,67.15,1.3,1.3,no_change,https://www.youtube.com/shorts/p4AGbTnsxs8,17
p65iofzssHI,https://www.youtube.com/shorts/p65iofzssHI,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.77,2026-03-05T14:08:29Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://www.youtube.com/shorts/p65iofzssHI,17
p939aUHkUF8,https://www.youtube.com/shorts/p939aUHkUF8,2026-03-03T12:25:42Z,2026-03-05T09:55:38Z,4,4,0,2026-03-03T12:25:42Z,93.92,2026-03-05T09:55:38Z,93.92,0.0,0.0,93.92,93.92,1.69,1.69,no_change,https://youtube.com/shorts/p939aUHkUF8?si=VTE3Q7SBkr6evxnx,4
pNh6sWp9uZI,https://www.youtube.com/shorts/pNh6sWp9uZI,2026-03-05T10:08:10Z,2026-03-05T10:08:10Z,2,2,0,2026-03-05T10:08:10Z,70.09,2026-03-05T10:08:10Z,70.09,0.0,0.0,70.09,70.09,1.31,1.31,no_change,https://youtube.com/shorts/pNh6sWp9uZI?si=1cUn87ZQYoDQxEEx,2
pR_1er0Ilyc,https://www.youtube.com/shorts/pR_1er0Ilyc,2026-03-02T13:47:57Z,2026-03-02T13:47:57Z,1,1,0,2026-03-02T13:47:57Z,88.93,2026-03-02T13:47:57Z,88.93,0.0,0.0,88.93,88.93,39.71,39.71,no_change,https://youtube.com/shorts/pR_1er0Ilyc?si=RrSrL8GAY9IcsAXc,1
pcNTCQLdABI,https://www.youtube.com/shorts/pcNTCQLdABI,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.77,2026-03-10T09:13:16Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://www.youtube.com/shorts/pcNTCQLdABI,5
phd6U9OYqJw,https://www.youtube.com/shorts/phd6U9OYqJw,2026-03-02T05:04:40Z,2026-03-02T05:31:45Z,4,4,0,2026-03-02T05:04:40Z,67.46,2026-03-02T05:31:45Z,67.46,0.0,0.0,67.46,67.46,1.38,1.38,no_change,https://youtube.com/shorts/phd6U9OYqJw?si=HVD5FnHcz1I-Lkhy,4
ppwbPeGZYTA,https://www.youtube.com/shorts/ppwbPeGZYTA,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.87,2026-03-10T09:13:16Z,67.87,0.0,0.0,67.87,67.87,1.3,1.3,no_change,https://www.youtube.com/shorts/ppwbPeGZYTA,5
ptZsXmynshk,https://www.youtube.com/shorts/ptZsXmynshk,2026-03-03T12:25:42Z,2026-03-05T09:55:38Z,4,4,0,2026-03-03T12:25:42Z,70.19,2026-03-05T09:55:38Z,70.19,0.0,0.0,70.19,70.19,1.31,1.31,no_change,https://youtube.com/shorts/ptZsXmynshk?si=ap2U0Q4lWbuZ9FPj,4
ptiS1yXodpM,https://www.youtube.com/shorts/ptiS1yXodpM,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.77,2026-03-10T09:13:16Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://www.youtube.com/shorts/ptiS1yXodpM,5
pxdbj0Gj0hY,https://www.youtube.com/shorts/pxdbj0Gj0hY,2026-03-03T12:25:42Z,2026-03-05T09:55:38Z,8,4,3,2026-03-03T12:25:42Z,70.29,2026-03-05T09:55:38Z,70.29,0.0,0.0,70.29,70.29,1.31,1.31,no_change,https://youtube.com/shorts/pxdbj0Gj0hY?si=7IzqxwIVfNjmVLcA,8
q2G4UyWLOGs,https://www.youtube.com/shorts/q2G4UyWLOGs,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,69.88,2026-03-05T14:08:29Z,69.88,0.0,0.0,69.88,69.88,1.31,1.31,no_change,https://www.youtube.com/shorts/q2G4UyWLOGs,17
q5NtaoX3oSo,https://www.youtube.com/shorts/q5NtaoX3oSo,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,67.66,2026-03-04T11:16:24Z,67.66,0.0,0.0,67.66,67.66,,,no_change,https://youtube.com/shorts/q5NtaoX3oSo,2
qAd-lvxncSs,https://www.youtube.com/shorts/qAd-lvxncSs,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.87,2026-03-10T09:13:16Z,67.87,0.0,0.0,67.87,67.87,1.3,1.3,no_change,https://www.youtube.com/shorts/qAd-lvxncSs,5
qDEyMjzSZHs,https://www.youtube.com/shorts/qDEyMjzSZHs,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,68.29,2026-03-10T09:13:16Z,68.29,0.0,0.0,68.29,68.29,1.3,1.3,no_change,https://www.youtube.com/shorts/qDEyMjzSZHs,5
qHh2aC9vhP0,https://www.youtube.com/shorts/qHh2aC9vhP0,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.35,2026-03-10T09:13:16Z,67.35,0.0,0.0,67.35,67.35,1.3,1.3,no_change,https://www.youtube.com/shorts/qHh2aC9vhP0,5
qJsiSqWr47I,https://www.youtube.com/shorts/qJsiSqWr47I,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,93.28,2026-03-05T10:23:59Z,93.28,0.0,0.0,93.28,93.28,1.68,1.68,no_change,https://youtube.com/shorts/qJsiSqWr47I?si=rcPqKtXlphb5ah26,2
qiXMm-nP6bs,https://www.youtube.com/shorts/qiXMm-nP6bs,2026-03-03T12:05:33Z,2026-03-03T12:05:33Z,1,1,0,2026-03-03T12:05:33Z,67.46,2026-03-03T12:05:33Z,67.46,0.0,0.0,67.46,67.46,1.3,1.3,no_change,https://youtube.com/shorts/qiXMm-nP6bs?si=ixoaDDjvF0EHuYhU,1
qrZM4JNJSk8,https://www.youtube.com/shorts/qrZM4JNJSk8,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.66,2026-03-05T14:08:29Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://www.youtube.com/shorts/qrZM4JNJSk8,17
qryrrf-WSEc,https://www.youtube.com/shorts/qryrrf-WSEc,2026-02-26T10:13:46Z,2026-02-26T10:13:46Z,2,2,0,2026-02-26T10:13:46Z,75.0,2026-02-26T10:13:46Z,75.0,0.0,0.0,75.0,75.0,0.0,0.0,no_change,https://youtube.com/shorts/qryrrf-WSEc,2
qx2CHVRs-UY,https://www.youtube.com/shorts/qx2CHVRs-UY,2026-03-05T10:08:10Z,2026-03-05T10:08:10Z,2,2,0,2026-03-05T10:08:10Z,68.29,2026-03-05T10:08:10Z,68.29,0.0,0.0,68.29,68.29,1.3,1.3,no_change,https://youtube.com/shorts/qx2CHVRs-UY?si=7wQ3Ryt8NVK-qbe9,2
qyi2fYB9sLM,https://www.youtube.com/shorts/qyi2fYB9sLM,2026-03-05T10:08:10Z,2026-03-05T10:08:10Z,2,2,0,2026-03-05T10:08:10Z,67.87,2026-03-05T10:08:10Z,67.87,0.0,0.0,67.87,67.87,1.3,1.3,no_change,https://youtube.com/shorts/qyi2fYB9sLM?si=AYuTVWZS6f7WnZCU,2
r-mLw3BxYtE,https://www.youtube.com/shorts/r-mLw3BxYtE,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,67.66,2026-03-05T10:23:59Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://youtube.com/shorts/r-mLw3BxYtE?si=6Kqr7_HQQSbSJsFy,2
r4EZDrosG28,https://www.youtube.com/shorts/r4EZDrosG28,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.98,2026-03-10T09:13:16Z,67.98,0.0,0.0,67.98,67.98,1.3,1.3,no_change,https://www.youtube.com/shorts/r4EZDrosG28,5
rGh47m8mLg0,https://www.youtube.com/shorts/rGh47m8mLg0,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.04,2026-03-10T09:13:16Z,67.04,0.0,0.0,67.04,67.04,1.3,1.3,no_change,https://www.youtube.com/shorts/rGh47m8mLg0,5
rLzqupI-UdI,https://www.youtube.com/shorts/rLzqupI-UdI,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.98,2026-03-05T14:08:29Z,67.98,0.0,0.0,67.98,67.98,1.3,1.3,no_change,https://www.youtube.com/shorts/rLzqupI-UdI,17
rMYvOqL2E5Q,https://www.youtube.com/shorts/rMYvOqL2E5Q,2026-03-03T11:29:05Z,2026-03-03T11:29:22Z,2,2,0,2026-03-03T11:29:05Z,68.18,2026-03-03T11:29:22Z,68.18,0.0,0.0,68.18,68.18,1.3,1.3,no_change,https://www.youtube.com/shorts/rMYvOqL2E5Q,2
rVwRoSF9_1Q,https://www.youtube.com/shorts/rVwRoSF9_1Q,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.56,2026-03-05T14:08:29Z,67.56,0.0,0.0,67.56,67.56,1.3,1.3,no_change,https://www.youtube.com/shorts/rVwRoSF9_1Q,17
rZfgt1z43Tk,https://www.youtube.com/shorts/rZfgt1z43Tk,2026-03-04T11:19:36Z,2026-03-04T11:19:36Z,1,1,0,2026-03-04T11:19:36Z,71.02,2026-03-04T11:19:36Z,71.02,0.0,0.0,71.02,71.02,,,no_change,https://youtube.com/shorts/rZfgt1z43Tk,1
rgCSH_wEKaQ,https://www.youtube.com/shorts/rgCSH_wEKaQ,2026-03-02T13:36:43Z,2026-03-02T13:41:29Z,3,1,2,2026-03-02T13:41:29Z,67.56,2026-03-02T13:41:29Z,67.56,0.0,0.0,67.56,67.56,1.3,1.3,no_change,https://youtube.com/shorts/rgCSH_wEKaQ?si=O7amAOirTXN9vv7g,3
rkorr-tHPTM,https://www.youtube.com/shorts/rkorr-tHPTM,2026-03-01T12:40:12Z,2026-03-04T12:29:08Z,5,2,3,2026-03-04T11:16:24Z,65.04,2026-03-04T12:29:08Z,65.04,0.0,0.0,65.04,65.04,,,no_change,https://youtube.com/shorts/rkorr-tHPTM,5
