video_id,canonical_url,first_seen_utc,last_seen_utc,attempt_count,scored_count,error_count,first_score_utc,first_credibility_score,latest_score_utc,latest_credibility_score,improvement_points_latest_minus_first,improvement_percent_latest_vs_first,best_credibility_score,worst_credibility_score,first_generation_origin_score,latest_generation_origin_score,trend,sample_raw_url,source_files_count
06oCv4Fa8Oo,https://www.youtube.com/shorts/06oCv4Fa8Oo,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.77,2026-03-10T09:13:16Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://www.youtube.com/shorts/06oCv4Fa8Oo,5
09IwpgYlXr8,https://www.youtube.com/shorts/09IwpgYlXr8,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,68.08,2026-03-05T14:08:29Z,68.08,0.0,0.0,68.08,68.08,1.3,1.3,no_change,https://www.youtube.com/shorts/09IwpgYlXr8,17
0BW9GHcmLwM,https://www.youtube.com/shorts/0BW9GHcmLwM,2026-03-03T11:29:05Z,2026-03-03T11:29:22Z,2,2,0,2026-03-03T11:29:05Z,68.18,2026-03-03T11:29:22Z,68.18,0.0,0.0,68.18,68.18,1.3,1.3,no_change,https://www.youtube.com/shorts/0BW9GHcmLwM,2
0CvnBinua8I,https://www.youtube.com/shorts/0CvnBinua8I,2026-03-03T14:11:30Z,2026-03-04T11:19:36Z,3,2,1,2026-03-04T11:16:24Z,68.18,2026-03-04T11:19:36Z,68.18,0.0,0.0,68.18,68.18,,,no_change,https://youtube.com/shorts/0CvnBinua8I,3
0EWbKq897qY,https://www.youtube.com/shorts/0EWbKq897qY,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,67.25,2026-03-04T11:16:24Z,67.25,0.0,0.0,67.25,67.25,,,no_change,https://youtube.com/shorts/0EWbKq897qY,2
0IHS9TN0GlA,https://www.youtube.com/shorts/0IHS9TN0GlA,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,67.87,2026-03-05T10:23:59Z,67.87,0.0,0.0,67.87,67.87,1.3,1.3,no_change,https://youtube.com/shorts/0IHS9TN0GlA?si=h-BC0rcitIopHnTV,2
0JeSeEwtsTI,https://www.youtube.com/shorts/0JeSeEwtsTI,2026-02-26T09:46:27Z,2026-02-26T10:13:46Z,8,8,0,2026-02-26T09:46:27Z,75.0,2026-02-26T10:13:46Z,75.0,0.0,0.0,75.0,75.0,92.0,92.0,no_change,https://youtube.com/shorts/0JeSeEwtsTI,8
0OxrDeGsabQ,https://www.youtube.com/shorts/0OxrDeGsabQ,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,67.46,2026-03-04T11:16:24Z,67.46,0.0,0.0,67.46,67.46,,,no_change,https://youtube.com/shorts/0OxrDeGsabQ,2
0QD__RL3vpY,https://www.youtube.com/shorts/0QD__RL3vpY,2026-02-26T09:46:27Z,2026-02-26T10:13:46Z,8,6,2,2026-02-26T09:58:20Z,75.0,2026-02-26T10:13:46Z,75.0,0.0,0.0,75.0,75.0,92.0,92.0,no_change,https://youtube.com/shorts/0QD__RL3vpY,8
0RX4V4M-f1U,https://www.youtube.com/shorts/0RX4V4M-f1U,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.35,2026-03-05T14:08:29Z,67.35,0.0,0.0,67.35,67.35,1.3,1.3,no_change,https://www.youtube.com/shorts/0RX4V4M-f1U,17
0SdKyrod7Lg,https://www.youtube.com/shorts/0SdKyrod7Lg,2026-02-26T09:46:27Z,2026-02-26T10:06:04Z,6,6,0,2026-02-26T09:46:27Z,75.0,2026-02-26T10:06:04Z,75.0,0.0,0.0,75.0,75.0,92.0,92.0,no_change,https://youtube.com/shorts/0SdKyrod7Lg,6
0VDIDuvdFtU,https://www.youtube.com/shorts/0VDIDuvdFtU,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,67.66,2026-03-04T11:16:24Z,67.66,0.0,0.0,67.66,67.66,,,no_change,https://youtube.com/shorts/0VDIDuvdFtU,2
0cFDa458GyQ,https://www.youtube.com/shorts/0cFDa458GyQ,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.87,2026-03-05T14:08:29Z,67.87,0.0,0.0,67.87,67.87,1.3,1.3,no_change,https://www.youtube.com/shorts/0cFDa458GyQ,17
0ezThwX7yCc,https://www.youtube.com/shorts/0ezThwX7yCc,2026-03-01T12:40:12Z,2026-03-04T11:16:24Z,4,1,3,2026-03-04T11:16:24Z,67.46,2026-03-04T11:16:24Z,67.46,0.0,0.0,67.46,67.46,,,no_change,https://youtube.com/shorts/0ezThwX7yCc,4
0lQMvfaTcSE,https://www.youtube.com/shorts/0lQMvfaTcSE,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,64.43,2026-03-04T11:16:24Z,64.43,0.0,0.0,64.43,64.43,,,no_change,https://youtube.com/shorts/0lQMvfaTcSE,2
0mrOouX0rtg,https://www.youtube.com/shorts/0mrOouX0rtg,2026-03-03T13:16:05Z,2026-03-04T11:19:36Z,4,2,2,2026-03-04T11:16:24Z,68.29,2026-03-04T11:19:36Z,68.29,0.0,0.0,68.29,68.29,,,no_change,https://youtube.com/shorts/0mrOouX0rtg,4
0nzI6VAp-Q0,https://www.youtube.com/shorts/0nzI6VAp-Q0,2026-02-26T09:46:27Z,2026-02-26T09:58:20Z,4,4,0,2026-02-26T09:46:27Z,75.0,2026-02-26T09:58:20Z,75.0,0.0,0.0,75.0,75.0,92.0,92.0,no_change,https://youtube.com/shorts/0nzI6VAp-Q0,4
0sK5IC5ry2E,https://www.youtube.com/shorts/0sK5IC5ry2E,2026-03-03T12:25:42Z,2026-03-05T09:55:38Z,8,4,3,2026-03-03T12:25:42Z,69.88,2026-03-05T09:55:38Z,69.88,0.0,0.0,69.88,69.88,1.31,1.31,no_change,https://youtube.com/shorts/0sK5IC5ry2E?si=gZBdsWSNhFQnGao2,8
0t1a2ntP0Ns,https://www.youtube.com/shorts/0t1a2ntP0Ns,2026-03-04T12:29:08Z,2026-03-04T12:29:08Z,1,1,0,2026-03-04T12:29:08Z,67.87,2026-03-04T12:29:08Z,67.87,0.0,0.0,67.87,67.87,,,no_change,https://youtube.com/shorts/0t1a2ntP0Ns,1
0uzC7YmJ4PQ,https://www.youtube.com/shorts/0uzC7YmJ4PQ,2026-03-03T11:29:05Z,2026-03-03T11:29:22Z,2,2,0,2026-03-03T11:29:05Z,70.29,2026-03-03T11:29:22Z,70.09,-0.2,-0.28,70.29,70.09,1.31,1.31,declined,https://www.youtube.com/shorts/0uzC7YmJ4PQ,2
0vcrXf_ypkA,https://www.youtube.com/shorts/0vcrXf_ypkA,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,67.04,2026-03-04T11:16:24Z,67.04,0.0,0.0,67.04,67.04,,,no_change,https://youtube.com/shorts/0vcrXf_ypkA,2
0whZkzRXquI,https://www.youtube.com/shorts/0whZkzRXquI,2026-03-03T11:29:05Z,2026-03-03T11:29:22Z,2,2,0,2026-03-03T11:29:05Z,67.77,2026-03-03T11:29:22Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://www.youtube.com/shorts/0whZkzRXquI,2
12aZdpxFcqs,https://www.youtube.com/shorts/12aZdpxFcqs,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.87,2026-03-10T09:13:16Z,67.87,0.0,0.0,67.87,67.87,1.3,1.3,no_change,https://www.youtube.com/shorts/12aZdpxFcqs,5
12l_UZK23aM,https://www.youtube.com/shorts/12l_UZK23aM,2026-03-03T14:11:30Z,2026-03-04T11:19:36Z,3,2,1,2026-03-04T11:16:24Z,91.26,2026-03-04T11:19:36Z,91.26,0.0,0.0,91.26,91.26,,,no_change,https://youtube.com/shorts/12l_UZK23aM,3
14nOeRPsA8g,https://www.youtube.com/shorts/14nOeRPsA8g,2026-03-03T14:11:30Z,2026-03-04T11:19:36Z,3,2,1,2026-03-04T11:16:24Z,63.7,2026-03-04T11:19:36Z,63.7,0.0,0.0,63.7,63.7,,,no_change,https://youtube.com/shorts/14nOeRPsA8g,3
18E8x99XQ1M,https://www.youtube.com/shorts/18E8x99XQ1M,2026-03-04T12:29:08Z,2026-03-04T12:29:08Z,1,1,0,2026-03-04T12:29:08Z,63.5,2026-03-04T12:29:08Z,63.5,0.0,0.0,63.5,63.5,,,no_change,https://youtube.com/shorts/18E8x99XQ1M,1
198Lwh1IKwY,https://www.youtube.com/shorts/198Lwh1IKwY,2026-02-26T09:46:27Z,2026-03-01T12:40:12Z,10,8,2,2026-02-26T09:46:27Z,97.0,2026-02-26T10:13:46Z,97.0,0.0,0.0,97.0,97.0,92.0,92.0,no_change,https://youtube.com/shorts/198Lwh1IKwY,10
1CnZHp6W3F0,https://www.youtube.com/shorts/1CnZHp6W3F0,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,67.46,2026-03-04T11:16:24Z,67.46,0.0,0.0,67.46,67.46,,,no_change,https://youtube.com/shorts/1CnZHp6W3F0,2
1DRNwhg18NI,https://www.youtube.com/shorts/1DRNwhg18NI,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T11:42:20Z,70.5,2026-03-05T11:42:20Z,70.5,0.0,0.0,70.5,70.5,1.31,1.31,no_change,https://www.youtube.com/shorts/1DRNwhg18NI,17
1FhtkTiYR7s,https://www.youtube.com/shorts/1FhtkTiYR7s,2026-03-02T13:36:43Z,2026-03-02T13:41:29Z,3,1,2,2026-03-02T13:41:29Z,67.66,2026-03-02T13:41:29Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://youtube.com/shorts/1FhtkTiYR7s?si=6KpiF7sIfL3vo3uw,3
1IZWRZt-jU4,https://www.youtube.com/shorts/1IZWRZt-jU4,2026-02-26T09:46:27Z,2026-02-26T10:06:04Z,6,6,0,2026-02-26T09:46:27Z,75.0,2026-02-26T10:06:04Z,75.0,0.0,0.0,75.0,75.0,92.0,92.0,no_change,https://youtube.com/shorts/1IZWRZt-jU4,6
1J-0q2FAINk,https://www.youtube.com/shorts/1J-0q2FAINk,2026-02-26T09:46:27Z,2026-02-26T10:06:04Z,6,6,0,2026-02-26T09:46:27Z,75.0,2026-02-26T10:06:04Z,75.0,0.0,0.0,75.0,75.0,92.0,92.0,no_change,https://youtube.com/shorts/1J-0q2FAINk,6
1O5UG0U2rHM,https://www.youtube.com/shorts/1O5UG0U2rHM,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,68.6,2026-03-04T11:16:24Z,68.6,0.0,0.0,68.6,68.6,,,no_change,https://youtube.com/shorts/1O5UG0U2rHM,2
1OSaoPTcPhI,https://www.youtube.com/shorts/1OSaoPTcPhI,2026-02-26T09:46:27Z,2026-02-26T10:06:04Z,6,6,0,2026-02-26T09:46:27Z,97.0,2026-02-26T10:06:04Z,97.0,0.0,0.0,97.0,97.0,92.0,92.0,no_change,https://youtube.com/shorts/1OSaoPTcPhI,6
1OnEY7OjEyo,https://www.youtube.com/shorts/1OnEY7OjEyo,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.56,2026-03-10T09:13:16Z,67.56,0.0,0.0,67.56,67.56,1.3,1.3,no_change,https://www.youtube.com/shorts/1OnEY7OjEyo,5
1TCmhC8KViM,https://www.youtube.com/shorts/1TCmhC8KViM,2026-03-02T13:47:57Z,2026-03-02T13:47:57Z,1,1,0,2026-03-02T13:47:57Z,67.56,2026-03-02T13:47:57Z,67.56,0.0,0.0,67.56,67.56,1.3,1.3,no_change,https://youtube.com/shorts/1TCmhC8KViM?si=XufjtDgFHFyW2VL9,1
1TbAIANBUFM,https://www.youtube.com/shorts/1TbAIANBUFM,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,70.91,2026-03-05T10:23:59Z,70.91,0.0,0.0,70.91,70.91,1.31,1.31,no_change,https://youtube.com/shorts/1TbAIANBUFM?si=v1HjWD_p5sEZXTKY,2
1V3hgseWhFE,https://www.youtube.com/shorts/1V3hgseWhFE,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,65.92,2026-03-04T11:16:24Z,65.92,0.0,0.0,65.92,65.92,,,no_change,https://youtube.com/shorts/1V3hgseWhFE,2
1_3WUR6tBKs,https://www.youtube.com/shorts/1_3WUR6tBKs,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.77,2026-03-05T14:08:29Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://www.youtube.com/shorts/1_3WUR6tBKs,17
1a19vomBBzQ,https://www.youtube.com/shorts/1a19vomBBzQ,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,64.43,2026-03-04T11:16:24Z,64.43,0.0,0.0,64.43,64.43,,,no_change,https://youtube.com/shorts/1a19vomBBzQ,2
1ebDhd_9uM4,https://www.youtube.com/shorts/1ebDhd_9uM4,2026-02-26T09:10:50Z,2026-02-26T09:13:50Z,4,2,2,2026-02-26T09:13:50Z,75.0,2026-02-26T09:13:50Z,75.0,0.0,0.0,75.0,75.0,92.0,92.0,no_change,https://youtube.com/shorts/1ebDhd_9uM4,4
1juWdSk7psg,https://www.youtube.com/shorts/1juWdSk7psg,2026-03-04T12:29:08Z,2026-03-04T12:29:08Z,1,1,0,2026-03-04T12:29:08Z,67.46,2026-03-04T12:29:08Z,67.46,0.0,0.0,67.46,67.46,,,no_change,https://youtube.com/shorts/1juWdSk7psg,1
1kpOElWq_4w,https://www.youtube.com/shorts/1kpOElWq_4w,2026-02-26T09:46:27Z,2026-02-26T10:06:04Z,6,6,0,2026-02-26T09:46:27Z,75.0,2026-02-26T10:06:04Z,75.0,0.0,0.0,75.0,75.0,92.0,92.0,no_change,https://youtube.com/shorts/1kpOElWq_4w,6
1ok5FtqXm5M,https://www.youtube.com/shorts/1ok5FtqXm5M,2026-03-03T14:11:30Z,2026-03-04T11:19:36Z,3,2,1,2026-03-04T11:16:24Z,67.04,2026-03-04T11:19:36Z,67.04,0.0,0.0,67.04,67.04,,,no_change,https://youtube.com/shorts/1ok5FtqXm5M,3
1pv5PJbs1IM,https://www.youtube.com/shorts/1pv5PJbs1IM,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.77,2026-03-10T09:13:16Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://www.youtube.com/shorts/1pv5PJbs1IM,5
1q3J3RXdJQM,https://www.youtube.com/shorts/1q3J3RXdJQM,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.87,2026-03-05T14:08:29Z,67.87,0.0,0.0,67.87,67.87,1.3,1.3,no_change,https://www.youtube.com/shorts/1q3J3RXdJQM,17
1rkAulAoXp0,https://www.youtube.com/shorts/1rkAulAoXp0,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,68.18,2026-03-05T14:08:29Z,68.18,0.0,0.0,68.18,68.18,1.3,1.3,no_change,https://www.youtube.com/shorts/1rkAulAoXp0,17
1tKxmn1HMvA,https://www.youtube.com/shorts/1tKxmn1HMvA,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,67.98,2026-03-05T14:08:29Z,67.98,0.0,0.0,67.98,67.98,1.3,1.3,no_change,https://www.youtube.com/shorts/1tKxmn1HMvA,17
1vmjTHhf7rc,https://www.youtube.com/shorts/1vmjTHhf7rc,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.77,2026-03-05T14:08:29Z,67.77,0.0,0.0,67.77,67.77,1.3,1.3,no_change,https://www.youtube.com/shorts/1vmjTHhf7rc,17
1weqaH3Yghc,https://www.youtube.com/shorts/1weqaH3Yghc,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,68.39,2026-03-04T11:16:24Z,68.39,0.0,0.0,68.39,68.39,,,no_change,https://youtube.com/shorts/1weqaH3Yghc,2
1xVCS9S8XFU,https://www.youtube.com/shorts/1xVCS9S8XFU,2026-02-26T09:46:27Z,2026-02-26T10:06:04Z,6,6,0,2026-02-26T09:46:27Z,85.0,2026-02-26T10:06:04Z,85.0,0.0,0.0,85.0,85.0,92.0,92.0,no_change,https://youtube.com/shorts/1xVCS9S8XFU,6
20P6UHg44gI,https://www.youtube.com/shorts/20P6UHg44gI,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,64.43,2026-03-04T11:16:24Z,64.43,0.0,0.0,64.43,64.43,,,no_change,https://youtube.com/shorts/20P6UHg44gI,2
26QQE7EsnLA,https://www.youtube.com/shorts/26QQE7EsnLA,2026-03-04T11:19:36Z,2026-03-04T11:19:36Z,1,1,0,2026-03-04T11:19:36Z,67.25,2026-03-04T11:19:36Z,67.25,0.0,0.0,67.25,67.25,,,no_change,https://youtube.com/shorts/26QQE7EsnLA,1
26_TLR61g30,https://www.youtube.com/shorts/26_TLR61g30,2026-03-02T13:36:43Z,2026-03-02T13:41:29Z,3,1,2,2026-03-02T13:41:29Z,67.04,2026-03-02T13:41:29Z,67.04,0.0,0.0,67.04,67.04,1.3,1.3,no_change,https://youtube.com/shorts/26_TLR61g30?si=QXd5WUhoP-65V-CL,3
27PN06rD2R4,https://www.youtube.com/shorts/27PN06rD2R4,2026-03-05T10:23:59Z,2026-03-05T10:23:59Z,2,2,0,2026-03-05T10:23:59Z,93.28,2026-03-05T10:23:59Z,93.28,0.0,0.0,93.28,93.28,1.68,1.68,no_change,https://youtube.com/shorts/27PN06rD2R4?si=O_d5SbitYeD46zuw,2
28k06slkCVw,https://www.youtube.com/shorts/28k06slkCVw,2026-02-26T09:46:27Z,2026-02-26T10:13:46Z,8,6,2,2026-02-26T09:58:20Z,75.0,2026-02-26T10:13:46Z,75.0,0.0,0.0,75.0,75.0,92.0,92.0,no_change,https://youtube.com/shorts/28k06slkCVw,8
2Qn09nVrpT0,https://www.youtube.com/shorts/2Qn09nVrpT0,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,4,10,2026-03-05T11:42:20Z,68.18,2026-03-05T14:08:29Z,68.18,0.0,0.0,68.18,68.18,1.3,1.3,no_change,https://www.youtube.com/shorts/2Qn09nVrpT0,17
2T3VgkFTOmg,https://www.youtube.com/shorts/2T3VgkFTOmg,2026-03-04T12:29:08Z,2026-03-04T12:29:08Z,1,1,0,2026-03-04T12:29:08Z,66.54,2026-03-04T12:29:08Z,66.54,0.0,0.0,66.54,66.54,,,no_change,https://youtube.com/shorts/2T3VgkFTOmg,1
2TZksBeJVbo,https://www.youtube.com/shorts/2TZksBeJVbo,2026-03-04T12:29:08Z,2026-03-04T12:29:08Z,1,1,0,2026-03-04T12:29:08Z,70.6,2026-03-04T12:29:08Z,70.6,0.0,0.0,70.6,70.6,,,no_change,https://youtube.com/shorts/2TZksBeJVbo,1
2YOZvq1QE0Q,https://www.youtube.com/shorts/2YOZvq1QE0Q,2026-02-26T09:46:27Z,2026-02-26T10:13:46Z,8,8,0,2026-02-26T09:46:27Z,97.0,2026-02-26T10:13:46Z,97.0,0.0,0.0,97.0,97.0,92.0,92.0,no_change,https://youtube.com/shorts/2YOZvq1QE0Q,8
2aMEvwmrPco,https://www.youtube.com/shorts/2aMEvwmrPco,2026-03-04T12:29:08Z,2026-03-04T12:29:08Z,1,1,0,2026-03-04T12:29:08Z,67.98,2026-03-04T12:29:08Z,67.98,0.0,0.0,67.98,67.98,,,no_change,https://youtube.com/shorts/2aMEvwmrPco,1
2b_5e5al0Xw,https://www.youtube.com/shorts/2b_5e5al0Xw,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.56,2026-03-10T09:13:16Z,67.56,0.0,0.0,67.56,67.56,1.3,1.3,no_change,https://www.youtube.com/shorts/2b_5e5al0Xw,5
2d5YGEBu674,https://www.youtube.com/shorts/2d5YGEBu674,2026-02-26T09:46:27Z,2026-02-26T10:13:46Z,8,8,0,2026-02-26T09:46:27Z,75.0,2026-02-26T10:13:46Z,75.0,0.0,0.0,75.0,75.0,92.0,92.0,no_change,https://youtube.com/shorts/2d5YGEBu674,8
2jUx8myk6-k,https://www.youtube.com/shorts/2jUx8myk6-k,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.46,2026-03-10T09:13:16Z,67.46,0.0,0.0,67.46,67.46,1.3,1.3,no_change,https://www.youtube.com/shorts/2jUx8myk6-k,5
2jbQheedCcA,https://www.youtube.com/shorts/2jbQheedCcA,2026-03-04T12:29:08Z,2026-03-04T12:29:08Z,1,1,0,2026-03-04T12:29:08Z,67.15,2026-03-04T12:29:08Z,67.15,0.0,0.0,67.15,67.15,,,no_change,https://youtube.com/shorts/2jbQheedCcA,1
2jftwZBRcZA,https://www.youtube.com/shorts/2jftwZBRcZA,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.66,2026-03-10T09:13:16Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://www.youtube.com/shorts/2jftwZBRcZA,5
2kyL091UWT8,https://www.youtube.com/shorts/2kyL091UWT8,2026-03-04T12:29:08Z,2026-03-04T12:29:08Z,1,1,0,2026-03-04T12:29:08Z,68.29,2026-03-04T12:29:08Z,68.29,0.0,0.0,68.29,68.29,,,no_change,https://youtube.com/shorts/2kyL091UWT8,1
2lD7a0Pb05U,https://www.youtube.com/shorts/2lD7a0Pb05U,2026-02-26T09:46:27Z,2026-02-26T10:06:04Z,6,4,2,2026-02-26T09:58:20Z,97.0,2026-02-26T10:06:04Z,97.0,0.0,0.0,97.0,97.0,92.0,92.0,no_change,https://youtube.com/shorts/2lD7a0Pb05U,6
2oziyv2kkec,https://www.youtube.com/shorts/2oziyv2kkec,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,68.18,2026-03-04T11:16:24Z,68.18,0.0,0.0,68.18,68.18,,,no_change,https://youtube.com/shorts/2oziyv2kkec,2
2q9k7H196gE,https://www.youtube.com/shorts/2q9k7H196gE,2026-03-03T12:05:33Z,2026-03-03T12:05:33Z,1,1,0,2026-03-03T12:05:33Z,71.02,2026-03-03T12:05:33Z,71.02,0.0,0.0,71.02,71.02,1.32,1.32,no_change,https://youtube.com/shorts/2q9k7H196gE?si=A6TgH7BzXkIffO5F,1
2rlloLdR5ik,https://www.youtube.com/shorts/2rlloLdR5ik,2026-03-03T12:05:33Z,2026-03-03T12:05:33Z,1,1,0,2026-03-03T12:05:33Z,67.56,2026-03-03T12:05:33Z,67.56,0.0,0.0,67.56,67.56,1.3,1.3,no_change,https://youtube.com/shorts/2rlloLdR5ik?si=fHkbQZ1N7m3MqXfq,1
2z6nfBjuR_o,https://www.youtube.com/shorts/2z6nfBjuR_o,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.66,2026-03-10T09:13:16Z,67.66,0.0,0.0,67.66,67.66,1.3,1.3,no_change,https://www.youtube.com/shorts/2z6nfBjuR_o,5
31mbXDFQH10,https://www.youtube.com/shorts/31mbXDFQH10,2026-02-26T09:46:27Z,2026-02-26T10:06:04Z,6,6,0,2026-02-26T09:46:27Z,85.0,2026-02-26T10:06:04Z,85.0,0.0,0.0,85.0,85.0,92.0,92.0,no_change,https://youtube.com/shorts/31mbXDFQH10,6
35mwn6U790g,https://www.youtube.com/shorts/35mwn6U790g,2026-03-03T12:05:33Z,2026-03-03T12:05:33Z,1,1,0,2026-03-03T12:05:33Z,67.15,2026-03-03T12:05:33Z,67.15,0.0,0.0,67.15,67.15,1.3,1.3,no_change,https://youtube.com/shorts/35mwn6U790g?si=kYwUPlQ9zZ0HQKum,1
35q2HcdYlek,https://www.youtube.com/shorts/35q2HcdYlek,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.46,2026-03-05T14:08:29Z,67.46,0.0,0.0,67.46,67.46,1.3,1.3,no_change,https://www.youtube.com/shorts/35q2HcdYlek,17
36EeN0i1wqY,https://www.youtube.com/shorts/36EeN0i1wqY,2026-03-03T11:29:05Z,2026-03-03T11:29:22Z,2,2,0,2026-03-03T11:29:05Z,69.98,2026-03-03T11:29:22Z,69.98,0.0,0.0,69.98,69.98,1.31,1.31,no_change,https://www.youtube.com/shorts/36EeN0i1wqY,2
373tJTOcL8E,https://www.youtube.com/shorts/373tJTOcL8E,2026-03-04T12:29:08Z,2026-03-04T12:29:08Z,1,1,0,2026-03-04T12:29:08Z,72.0,2026-03-04T12:29:08Z,72.0,0.0,0.0,72.0,72.0,,,no_change,https://youtube.com/shorts/373tJTOcL8E,1
3AhVGp8yce8,https://www.youtube.com/shorts/3AhVGp8yce8,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,63.5,2026-03-04T11:16:24Z,63.5,0.0,0.0,63.5,63.5,,,no_change,https://youtube.com/shorts/3AhVGp8yce8,2
3AlSHuhqvjM,https://www.youtube.com/shorts/3AlSHuhqvjM,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.35,2026-03-10T09:13:16Z,67.35,0.0,0.0,67.35,67.35,1.3,1.3,no_change,https://www.youtube.com/shorts/3AlSHuhqvjM,5
3BCglLrtTi8,https://www.youtube.com/shorts/3BCglLrtTi8,2026-03-10T09:13:16Z,2026-03-10T10:27:21Z,5,2,0,2026-03-10T09:13:16Z,67.25,2026-03-10T09:13:16Z,67.25,0.0,0.0,67.25,67.25,1.3,1.3,no_change,https://www.youtube.com/shorts/3BCglLrtTi8,5
3BlspfrpVYE,https://www.youtube.com/shorts/3BlspfrpVYE,2026-02-28T20:18:50Z,2026-03-10T10:27:21Z,9,4,2,2026-02-28T20:20:51Z,75.0,2026-03-10T09:13:16Z,67.77,-7.23,-9.64,75.0,67.77,0.0,1.3,declined,https://www.youtube.com/shorts/3BlspfrpVYE,9
3FtbBX1OWS4,https://www.youtube.com/shorts/3FtbBX1OWS4,2026-03-03T14:11:30Z,2026-03-04T11:16:24Z,2,1,1,2026-03-04T11:16:24Z,70.29,2026-03-04T11:16:24Z,70.29,0.0,0.0,70.29,70.29,,,no_change,https://youtube.com/shorts/3FtbBX1OWS4,2
3GNyw4uaAqU,https://www.youtube.com/shorts/3GNyw4uaAqU,2026-02-26T10:13:46Z,2026-02-26T10:13:46Z,2,2,0,2026-02-26T10:13:46Z,75.0,2026-02-26T10:13:46Z,75.0,0.0,0.0,75.0,75.0,0.0,0.0,no_change,https://youtube.com/shorts/3GNyw4uaAqU,2
3IOiiZ0LfgE,https://www.youtube.com/shorts/3IOiiZ0LfgE,2026-03-05T11:09:31Z,2026-03-10T08:35:07Z,17,2,12,2026-03-05T14:08:29Z,67.98,2026-03-05T14:08:29Z,67.98,0.0,0.0,67.98,67.98,1.3,1.3,no_change,https://www.youtube.com/shorts/3IOiiZ0LfgE,17
